,,,fidelity_x_EXPLAN,exp_size_EXPLAN,cv_cv_EXPLAN,precision_EXPLAN,fidelity_X_EXPLAN,coverage_EXPLAN,coverage_X_EXPLAN,n_samples_EXPLAN,distance_EXPLAN,balance_rate_X_EXPLAN,time_EXPLAN,fidelity_x_LORE,exp_size_LORE,cv_cv_LORE,precision_LORE,fidelity_X_LORE,coverage_LORE,coverage_X_LORE,n_samples_LORE,distance_LORE,balance_rate_X_LORE,time_LORE,fidelity_x_Anchor,exp_size_Anchor,cv_cv_Anchor,precision_Anchor,fidelity_X_Anchor,coverage_Anchor,coverage_X_Anchor,n_samples_Anchor,distance_Anchor,balance_rate_X_Anchor,time_Anchor,fidelity_x_LIME,exp_size_LIME,fidelity_X_LIME,time_LIME
,,AVERAGE,=average(D4:D4000),=average(E4:E4000),=average(F4:F4000),=average(G4:G4000),=average(H4:H4000),=average(I4:I4000),=average(J4:J4000),=average(K4:K4000),=average(L4:L4000),=average(M4:M4000),=average(N4:N4000),=average(O4:O4000),=average(P4:P4000),=average(Q4:Q4000),=average(R4:R4000),=average(S4:S4000),=average(T4:T4000),=average(U4:U4000),=average(V4:V4000),=average(W4:W4000),=average(X4:X4000),=average(Y4:Y4000),=average(Z4:Z4000),=average(AA4:AA4000),=average(AB4:AB4000),=average(AC4:AC4000),=average(AD4:AD4000),=average(AE4:AE4000),=average(AF4:AF4000),=average(AG4:AG4000),=average(AH4:AH4000),=average(AI4:AI4000),=average(AJ4:AJ4000),=average(AK4:AK4000),=average(AL4:AL4000),=average(AM4:AM4000),=average(AN4:AN4000)
,,STDDEV,=stdev(D4:D4000),=stdev(E4:E4000),=stdev(F4:F4000),=stdev(G4:G4000),=stdev(H4:H4000),=stdev(I4:I4000),=stdev(J4:J4000),=stdev(K4:K4000),=stdev(L4:L4000),=stdev(M4:M4000),=stdev(N4:N4000),=stdev(O4:O4000),=stdev(P4:P4000),=stdev(Q4:Q4000),=stdev(R4:R4000),=stdev(S4:S4000),=stdev(T4:T4000),=stdev(U4:U4000),=stdev(V4:V4000),=stdev(W4:W4000),=stdev(X4:X4000),=stdev(Y4:Y4000),=stdev(Z4:Z4000),=stdev(AA4:AA4000),=stdev(AB4:AB4000),=stdev(AC4:AC4000),=stdev(AD4:AD4000),=stdev(AE4:AE4000),=stdev(AF4:AF4000),=stdev(AG4:AG4000),=stdev(AH4:AH4000),=stdev(AI4:AI4000),=stdev(AJ4:AJ4000),=stdev(AK4:AK4000),=stdev(AL4:AL4000),=stdev(AM4:AM4000),=stdev(AN4:AN4000)
0,adult,lr,1,3,1.083,0.998,0.987,0.475,0.508,606,4315780,0.998,1.600,1,1,1.474,0.914,0.998,0.890,0.506,1051,71172,0.992,3.159,1,1,1.423,0.950,1.000,0.909,0.916,1300,1897322,0.596,0.189,1,6,0.839,10.916,EXPLAN Rule -> ,{'capital-gain': '<=0', 'age': '<=38', 'capital-loss': '<=239'},LORE Rule ->,{'hours-per-week': '<=50'},Anchor Rule ->,{'capital-gain': '<=0.00'}
1,adult,lr,1,4,1.103,0.999,0.983,0.649,0.515,878,4660759,0.998,1.736,1,1,2.017,0.935,0.999,0.951,0.511,1098,22697664,0.988,3.074,1,1,1.486,0.950,1.000,0.909,0.915,1500,1915985,0.583,0.204,1,8,0.821,10.728,EXPLAN Rule -> ,{'capital-gain': '<=0', 'hours-per-week': '<=45', 'capital-loss': '<=1583', 'age': '<=60'},LORE Rule ->,{'capital-gain': '<=6335'},Anchor Rule ->,{'capital-gain': '<=0.00'}
2,adult,lr,1,4,1.093,0.995,0.986,0.738,0.500,782,5042358,1.000,1.566,1,4,1.772,0.992,0.986,0.282,0.044,1098,241151,0.945,3.569,1,1,1.513,0.950,1.000,0.909,0.939,700,924161,0.580,0.187,1,9,0.824,10.559,EXPLAN Rule -> ,{'capital-gain': '<=0', 'capital-loss': '<=700', 'age': '<=54', 'hours-per-week': '<=65'},LORE Rule ->,{'age': '<=29.0', 'hours-per-week': '<=65', 'capital-gain': '<=3564'},Anchor Rule ->,{'capital-gain': '<=0.00'}
3,adult,lr,1,4,1.083,1.000,0.997,0.404,0.478,624,4130237,0.998,1.587,1,1,2.972,0.945,1.000,0.929,0.512,1093,8476043,0.988,3.191,1,1,1.547,0.950,1.000,0.909,0.926,700,874871,0.591,0.165,1,9,0.813,10.600,EXPLAN Rule -> ,{'capital-gain': '<=0', 'age': '<=41', 'capital-loss': '<=0', 'hours-per-week': '<=44'},LORE Rule ->,{'capital-gain': '<=3263'},Anchor Rule ->,{'capital-gain': '<=0.00'}
4,adult,lr,1,4,1.024,0.990,0.977,0.742,0.403,5558,40943381,0.992,2.185,1,5,2.113,1.000,0.994,0.276,0.036,1023,111391,0.977,3.234,1,2,1.499,0.964,1.000,0.485,0.527,1300,3802063,0.598,0.212,0,10,0.821,10.784,EXPLAN Rule -> ,{'capital-gain': '<=2202', 'capital-loss': '<=1592', 'age': '<=53', 'hours-per-week': '<=76'},LORE Rule ->,{'hours-per-week': '<=54', 'age': '28.0< age <=42.0', 'capital-gain': '<=2580', 'capital-loss': '<=19'},Anchor Rule ->,{'capital-loss': '<=0.00', 'age': '<=37.00'}
5,adult,lr,1,5,1.089,0.988,0.990,0.309,0.171,1636,12055918,0.995,2.177,1,6,1.828,0.736,0.984,0.027,0.034,1080,270933,0.958,3.553,1,1,1.509,0.950,1.000,0.909,0.933,700,1036511,0.606,0.158,1,9,0.822,10.613,EXPLAN Rule -> ,{'capital-gain': '<=0', 'capital-loss': '<=629', 'hours-per-week': '<=65', 'marital-status': 'Married-civ-spouse', 'age': '<=56'},LORE Rule ->,{'marital-status': 'Married-civ-spouse', 'native-country': 'United-States', 'hours-per-week': '>46.0', 'age': '>50', 'capital-gain': '<=5009'},Anchor Rule ->,{'capital-gain': '<=0.00'}
6,adult,lr,1,2,1.064,0.983,0.979,0.037,0.217,5544,85401030,0.991,2.909,1,1,1.996,0.837,0.998,0.068,0.500,1063,7778422,0.999,3.251,1,4,1.270,1.000,1.000,0.007,0.060,5610,78376504,0.963,0.442,1,8,0.841,10.679,EXPLAN Rule -> ,{'capital-gain': '>7313.0'},LORE Rule ->,{'capital-gain': '>3372'},Anchor Rule ->,{'capital-gain': '>0.00', 'hours-per-week': '>45.00', 'relationship': 'Husband', 'age': '>48.00'}
7,adult,lr,1,2,1.071,0.989,0.983,0.372,0.513,600,3086837,1.000,1.272,1,1,2.434,0.940,0.996,0.945,0.529,1098,7732521,0.967,3.181,1,1,1.482,0.950,1.000,0.909,0.919,1501,1624083,0.584,0.208,1,9,0.805,10.737,EXPLAN Rule -> ,{'age': '<=33', 'capital-gain': '<=1151'},LORE Rule ->,{'capital-gain': '<=4906'},Anchor Rule ->,{'capital-gain': '<=0.00'}
8,adult,lr,1,3,1.112,0.995,0.963,0.800,0.534,1038,9539530,0.998,1.760,1,1,2.349,0.944,1.000,0.933,0.511,1095,6113960,0.989,3.112,1,2,1.541,0.977,1.000,0.027,0.149,1500,1367966,0.590,0.202,1,8,0.809,10.606,EXPLAN Rule -> ,{'capital-gain': '<=0', 'capital-loss': '<=122', 'hours-per-week': '<=55'},LORE Rule ->,{'capital-gain': '<=3434'},Anchor Rule ->,{'capital-gain': '<=0.00', 'education': 'Assoc-acdm'}
9,adult,lr,1,4,1.057,0.960,0.981,0.008,0.039,5512,49951630,0.995,2.361,1,1,2.209,0.179,0.984,0.397,0.481,1010,84531,0.976,3.147,1,11,1.330,1.000,1.000,0.001,0.079,11409,108006620,0.885,0.780,1,7,0.865,10.733,EXPLAN Rule -> ,{'capital-gain': '2653.0< capital-gain <=6935.0', 'sex': 'Male', 'age': '>45'},LORE Rule ->,{'age': '>41'},Anchor Rule ->,{'capital-gain': '>0.00', 'age': '>48.00', 'relationship': 'Husband', 'workclass': 'Private', 'marital-status': 'Married-civ-spouse', 'race': 'White', 'sex': 'Male', 'native-country': 'United-States', 'education': 'HS-grad', 'occupation': 'Craft-repair', 'capital-loss': '<=0.00'}
